timestamp,bid,ask,volume
1609459201328726,4498.00,4498.50,47
1609459201333310,4498.00,4498.00,29
1609459201337179,4498.00,4498.50,57
1609459201346100,4498.25,4498.75,3
1609459201350621,4498.00,4498.50,94
1609459201358072,4498.00,4498.00,51
1609459201358422,4497.50,4498.00,224
1609459201367673,4497.00,4498.00,40
1609459201377281,4497.00,4497.50,19
1609459201379699,4497.25,4497.75,16
1609459201382070,4497.50,4498.00,80
1609459201383872,4497.50,4498.00,1
1609459201387771,4497.50,4498.00,15
1609459201389848,4497.75,4498.25,68
1609459201397651,4498.00,4498.00,45
1609459201405057,4497.50,4498.50,2
1609459201413601,4497.75,4498.25,1
1609459201421449,4498.00,4498.50,5
1609459201428717,4498.00,4498.00,46
1609459201429794,4497.50,4498.00,44
1609459201435122,4497.50,4498.00,17
1609459201443405,4497.50,4498.00,60
1609459201452439,4498.00,4498.00,30
1609459201456183,4497.50,4498.50,25
1609459201457741,4498.00,4498.00,14
1609459201460242,4498.00,4498.00,4
1609459201461641,4497.50,4498.00,67
1609459201463773,4497.50,4498.00,41
1609459201469174,4497.50,4498.00,103
1609459201476104,4497.75,4498.25,172
1609459201485942,4498.00,4498.00,35
1609459201488478,4498.00,4498.00,5
1609459201497592,4497.75,4498.25,42
1609459201504623,4497.75,4498.75,85
1609459201513745,4497.50,4498.50,88
1609459201518127,4497.50,4498.00,71
1609459201523695,4497.50,4498.00,7
1609459201530262,4497.25,4497.75,178
1609459201531766,4497.50,4498.00,27
1609459201537352,4497.50,4497.50,19
1609459201546652,4497.00,4498.00,8
1609459201547468,4497.50,4497.50,54
1609459201555426,4497.50,4497.50,12
1609459201563821,4497.00,4497.50,16
1609459201573539,4497.00,4497.50,2
1609459201580015,4497.50,4497.50,11
1609459201583476,4497.50,4498.00,17
1609459201585442,4497.25,4497.75,9
1609459201591672,4497.50,4497.50,40
1609459201597475,4497.00,4497.50,2
1609459201597783,4497.00,4497.50,18
1609459201604817,4497.00,4497.50,27
1609459201606705,4496.75,4497.75,9
1609459201614244,4497.00,4498.00,4
1609459201615979,4497.00,4497.50,37
1609459201622464,4497.25,4497.75,12
1609459201625219,4497.00,4497.50,37
1609459201628396,4497.50,4497.50,64
1609459201630816,4497.00,4497.50,10
1609459201640686,4496.75,4497.25,3
1609459201648782,4496.75,4497.25,43
1609459201658031,4496.50,4497.50,19
1609459201663211,4496.50,4497.00,29
1609459201668173,4496.75,4497.25,21
1609459201669389,4497.00,4497.00,2
1609459201674093,4496.50,4497.00,96
1609459201683827,4496.50,4497.00,40
1609459201684500,4496.50,4497.00,52
1609459201689768,4496.50,4497.00,158
1609459201697150,4496.00,4497.00,21
1609459201698532,4496.50,4496.50,14
1609459201705705,4496.50,4497.00,47
1609459201711668,4496.50,4497.00,26
1609459201717212,4496.50,4497.00,49
1609459201722695,4496.50,4496.50,56
1609459201727351,4496.00,4496.50,166
1609459201737226,4496.50,4496.50,43
1609459201739544,4496.50,4497.00,53
1609459201745966,4496.25,4496.75,4
1609459201755124,4496.25,4496.75,83
1609459201763749,4496.00,4496.50,35
1609459201764048,4496.00,4496.50,12
1609459201772016,4495.50,4496.50,8
1609459201776863,4496.00,4496.50,73
1609459201785490,4496.00,4496.00,72
1609459201787638,4496.00,4496.00,9
1609459201790351,4496.00,4496.50,22
1609459201794243,4496.25,4496.75,69
1609459201801599,4496.00,4496.50,168
1609459201809284,4496.50,4496.50,56
1609459201818630,4496.50,4497.00,16
1609459201824887,4496.50,4497.00,8
1609459201828159,4497.00,4497.00,14
1609459201836033,4497.00,4497.50,5
1609459201844486,4497.50,4497.50,72
1609459201848956,4497.25,4497.75,88
1609459201850459,4497.50,4498.00,29
1609459201856187,4498.00,4498.00,25
1609459201862314,4497.25,4498.25,23
1609459201862776,4497.50,4498.00,62
1609459201868270,4498.00,4498.00,16
1609459201876011,4498.00,4498.00,61
1609459201883361,4497.50,4498.50,1
1609459201886895,4498.00,4498.50,64
1609459201895543,4498.00,4498.50,13
1609459201897540,4498.00,4498.00,78
1609459201905030,4497.50,4498.00,34
1609459201913813,4497.25,4497.75,13
1609459201916166,4497.00,4497.50,21
1609459201925516,4497.00,4497.50,4
1609459201931425,4496.75,4497.25,35
1609459201939742,4497.00,4497.00,31
1609459201946081,4497.00,4497.50,1
1609459201947188,4497.00,4497.50,49
1609459201956722,4497.50,4497.50,2
1609459201965668,4497.25,4497.75,88
1609459201973281,4497.50,4498.00,10
1609459201975491,4497.25,4497.75,30
1609459201980299,4497.00,4497.50,108
1609459201985470,4497.25,4497.75,226
1609459201994368,4497.50,4497.50,52
1609459201999056,4497.25,4497.75,100
1609459202004495,4497.00,4497.50,28
1609459202011049,4497.00,4498.00,24
1609459202014110,4497.50,4497.50,129
1609459202022618,4497.00,4497.50,27
1609459202029674,4497.00,4497.50,39
1609459202034937,4497.00,4497.00,17
1609459202042243,4497.00,4497.00,58
1609459202048003,4496.75,4497.25,121
1609459202055130,4496.25,4497.25,147
1609459202056360,4496.50,4497.00,35
1609459202058982,4497.00,4497.00,46
1609459202066162,4496.50,4497.00,75
1609459202072164,4496.50,4497.00,1
1609459202074678,4496.50,4497.00,23
1609459202075938,4496.50,4497.00,25
1609459202080505,4496.50,4496.50,66
1609459202088682,4496.00,4497.00,6
1609459202092947,4496.50,4497.00,47
1609459202100995,4496.50,4496.50,3
1609459202103824,4496.50,4497.00,4
1609459202109061,4496.50,4497.00,39
1609459202113819,4496.50,4497.50,62
1609459202116672,4497.00,4497.50,6
1609459202119965,4497.50,4497.50,34
1609459202125878,4497.50,4497.50,81
1609459202134917,4497.00,4497.50,3
1609459202141441,4497.25,4497.75,37
1609459202148150,4497.50,4498.00,179
1609459202149366,4497.50,4498.00,21
1609459202158399,4497.50,4498.00,169
1609459202165488,4497.50,4498.00,89
1609459202173977,4497.50,4497.50,19
1609459202177672,4497.00,4498.00,112
1609459202178965,4497.00,4497.50,40
1609459202181016,4497.00,4497.50,4
1609459202183779,4497.00,4497.50,9
1609459202193694,4497.00,4497.50,2
1609459202194159,4496.50,4497.50,73
1609459202198496,4496.75,4497.25,26
1609459202198993,4496.75,4497.25,17
1609459202203943,4496.50,4497.50,57
1609459202208817,4496.75,4497.25,8
1609459202215627,4497.00,4497.00,46
1609459202220749,4497.00,4497.50,221
1609459202226408,4497.50,4497.50,23
1609459202235611,4497.00,4497.50,6
1609459202242978,4497.00,4497.00,17
1609459202249272,4497.00,4497.50,164
1609459202251889,4497.00,4498.00,63
1609459202255000,4497.50,4498.00,36
1609459202263172,4498.00,4498.00,4
1609459202269615,4497.50,4498.50,12
1609459202275397,4497.50,4498.00,45
1609459202283108,4497.50,4497.50,5
1609459202285303,4497.50,4498.00,72
1609459202291299,4497.50,4497.50,41
1609459202297239,4497.50,4497.50,35
1609459202306248,4496.75,4497.75,57
1609459202308195,4497.00,4497.00,23
1609459202313751,4497.00,4497.00,7
1609459202323622,4496.75,4497.25,2
1609459202325868,4497.00,4497.50,36
1609459202328309,4497.00,4497.50,19
1609459202333528,4496.50,4497.50,67
1609459202338431,4496.75,4497.25,35
1609459202346457,4497.00,4497.50,84
1609459202352493,4497.00,4497.50,26
1609459202357534,4497.25,4497.75,58
1609459202357971,4497.50,4497.50,53
1609459202367449,4497.25,4497.75,43
1609459202370243,4497.25,4497.75,74
1609459202376473,4497.00,4497.50,1
1609459202378274,4497.00,4497.00,27
1609459202385040,4497.00,4497.00,74
1609459202392767,4497.00,4497.50,3
1609459202395030,4497.00,4497.50,313
1609459202402868,4497.00,4497.50,9
1609459202411603,4497.00,4497.50,73
1609459202415935,4497.00,4497.50,14
1609459202425079,4496.50,4497.50,201
1609459202429815,4497.00,4497.50,33
1609459202437677,4497.00,4497.50,79
1609459202442158,4496.75,4497.25,39
1609459202448623,4496.75,4497.75,81
1609459202453382,4496.50,4497.50,4
1609459202460630,4496.75,4497.25,12
1609459202469455,4496.50,4497.00,15
1609459202471245,4496.50,4497.00,13
1609459202479946,4496.50,4496.50,5
1609459202485358,4496.50,4497.00,73
1609459202485443,4496.50,4497.50,8
1609459202493237,4497.00,4497.00,166
1609459202498500,4496.50,4497.00,73
1609459202507907,4496.25,4496.75,94
1609459202508519,4496.50,4497.00,106
1609459202511400,4497.00,4497.00,90
1609459202519517,4496.50,4497.00,102
1609459202524260,4497.00,4497.00,41
1609459202526019,4497.00,4497.50,30
1609459202534921,4497.00,4497.50,7
1609459202543183,4497.00,4497.50,5
1609459202545846,4497.25,4497.75,63
1609459202546077,4497.50,4498.00,41
1609459202549242,4497.00,4498.00,113
1609459202556250,4497.50,4497.50,55
1609459202559278,4497.50,4498.00,137
1609459202559390,4497.50,4497.50,70
1609459202564791,4497.25,4497.75,1
1609459202570682,4497.50,4497.50,6
1609459202575709,4497.00,4497.50,128
1609459202580805,4497.00,4497.50,141
1609459202586827,4497.00,4497.50,7
1609459202589337,4496.75,4497.75,23
1609459202598336,4497.25,4497.75,80
1609459202601915,4497.50,4498.00,45
1609459202603257,4497.50,4498.00,22
1609459202612501,4497.00,4498.00,116
1609459202615814,4497.50,4497.50,19
1609459202624340,4497.25,4497.75,63
1609459202632349,4497.00,4497.50,82
1609459202639779,4497.00,4497.00,41
1609459202648935,4496.50,4497.50,64
1609459202655423,4496.50,4497.00,12
1609459202656620,4496.50,4496.50,3
1609459202657608,4496.50,4497.00,135
1609459202658128,4496.50,4496.50,7
1609459202665016,4496.00,4497.00,29
1609459202671201,4496.25,4496.75,54
1609459202680037,4496.00,4496.50,6
1609459202688840,4496.00,4496.50,192
1609459202688897,4496.00,4497.00,31
1609459202697818,4496.50,4496.50,13
1609459202705365,4496.50,4496.50,138
1609459202707214,4496.00,4496.50,47
1609459202707471,4496.00,4496.00,45
1609459202714786,4495.75,4496.25,2
1609459202715511,4496.00,4496.00,12
1609459202716436,4495.25,4496.25,13
1609459202725875,4495.50,4496.00,55
1609459202731129,4495.00,4496.00,212
1609459202739670,4495.00,4495.50,3
1609459202749364,4495.00,4496.00,49
1609459202756364,4495.50,4495.50,21
1609459202762609,4495.50,4496.00,26
1609459202765054,4495.50,4495.50,38
1609459202769003,4495.50,4496.00,61
1609459202776590,4495.75,4496.25,171
1609459202785721,4496.00,4496.00,14
1609459202791133,4495.50,4496.50,93
1609459202792648,4495.50,4496.50,2
1609459202798828,4495.75,4496.25,103
1609459202801911,4496.00,4496.50,55
1609459202805467,4496.00,4496.50,20
1609459202805719,4496.00,4496.00,67
1609459202813566,4496.00,4496.50,60
1609459202820065,4496.25,4496.75,74
1609459202826302,4496.25,4496.75,18
1609459202832195,4496.50,4496.50,5
1609459202839888,4496.50,4497.00,11
1609459202845015,4496.50,4497.00,12
1609459202847406,4496.25,4496.75,43
1609459202854248,4496.00,4496.50,13
1609459202863584,4496.50,4496.50,53
1609459202869115,4496.00,4496.50,169
1609459202877153,4496.00,4496.50,21
1609459202879447,4496.50,4496.50,124
1609459202888330,4496.25,4497.25,37
1609459202889548,4496.75,4497.25,72
1609459202896305,4496.50,4497.00,3
1609459202898780,4496.25,4496.75,23
1609459202906697,4496.50,4496.50,37
1609459202913437,4496.00,4496.50,16
1609459202918135,4495.50,4496.50,56
1609459202921073,4495.50,4496.00,8
1609459202924218,4495.50,4496.00,21
1609459202930721,4495.00,4496.00,30
1609459202934706,4495.50,4496.00,57
1609459202936027,4495.50,4496.00,71
1609459202937559,4495.50,4496.00,32
1609459202937714,4496.00,4496.00,93
1609459202943142,4495.50,4496.50,5
1609459202951796,4496.00,4496.50,115
1609459202961083,4496.00,4496.50,3
1609459202965677,4496.25,4496.75,1
1609459202970830,4496.00,4496.50,7
1609459202977356,4496.50,4496.50,41
1609459202986641,4496.50,4497.00,113
1609459202992077,4496.50,4497.00,78
1609459202993362,4496.25,4497.25,2
1609459203000524,4496.50,4496.50,46
1609459203010283,4496.25,4496.75,1
1609459203014762,4496.50,4497.00,12
1609459203023823,4497.00,4497.00,56
1609459203030051,4496.50,4497.00,79
1609459203031256,4496.50,4496.50,62
1609459203033784,4496.50,4497.00,5
1609459203033870,4497.00,4497.00,71
1609459203035545,4496.50,4497.00,29
1609459203044634,4496.50,4497.00,4
1609459203053715,4496.25,4496.75,19
1609459203060027,4496.00,4496.50,75
1609459203069195,4496.00,4497.00,42
1609459203071974,4496.50,4496.50,15
1609459203076372,4496.50,4496.50,28
1609459203083272,4496.00,4496.50,22
1609459203087313,4496.50,4496.50,47
1609459203094815,4496.00,4496.50,148
1609459203100259,4496.50,4496.50,99
1609459203107472,4496.00,4497.00,98
1609459203117211,4496.00,4496.50,147
1609459203120502,4496.00,4496.50,25
1609459203125731,4495.75,4496.25,33
1609459203135167,4496.00,4496.50,16
1609459203141605,4496.00,4496.50,11
1609459203150545,4495.75,4496.25,1
1609459203158109,4496.00,4496.50,79
1609459203159243,4496.25,4496.75,26
1609459203167424,4496.00,4496.50,14
1609459203169950,4496.25,4496.75,3
1609459203179747,4496.50,4496.50,35
1609459203186601,4496.25,4496.75,22
1609459203195398,4496.00,4497.00,5
1609459203199466,4496.50,4496.50,52
1609459203200192,4496.25,4496.75,52
1609459203205625,4496.50,4497.00,1
1609459203209865,4496.25,4496.75,40
1609459203219290,4496.00,4496.50,31
1609459203228934,4496.00,4496.50,303
1609459203236844,4496.00,4496.00,163
1609459203238746,4496.00,4496.50,21
1609459203244367,4496.00,4496.50,32
1609459203252169,4495.75,4496.25,30
1609459203253270,4495.50,4496.50,6
1609459203258891,4495.75,4496.25,8
1609459203262888,4495.75,4496.25,20
1609459203269874,4496.00,4496.50,25
1609459203272897,4495.75,4496.25,25
1609459203276130,4496.00,4496.00,1
1609459203279650,4495.50,4496.00,82
1609459203280676,4495.50,4496.00,38
1609459203286670,4495.50,4496.00,15
1609459203294690,4495.50,4496.00,45
1609459203301122,4495.50,4496.00,93
1609459203303949,4495.75,4496.25,17
1609459203313619,4495.50,4496.00,6
1609459203318623,4495.50,4495.50,7
1609459203324988,4495.50,4495.50,24
1609459203328032,4495.25,4495.75,125
1609459203330871,4495.50,4495.50,7
1609459203336026,4495.50,4496.00,100
1609459203336184,4495.50,4496.00,24
1609459203345385,4495.50,4496.00,57
1609459203352195,4496.00,4496.00,9
1609459203361459,4495.50,4496.00,17
1609459203365963,4495.50,4495.50,75
1609459203375231,4495.50,4496.00,39
1609459203377086,4495.50,4496.00,39
1609459203383097,4495.50,4496.00,71
1609459203390329,4495.25,4496.25,5
1609459203394385,4495.00,4496.00,29
1609459203400097,4495.50,4496.00,100
1609459203402021,4496.00,4496.00,83
1609459203411654,4495.50,4496.50,47
1609459203418670,4495.50,4496.00,11
1609459203422061,4495.75,4496.25,37
1609459203431840,4496.00,4496.00,60
1609459203436581,4495.50,4496.50,36
1609459203438142,4495.50,4496.00,26
1609459203439114,4495.50,4496.50,6
1609459203441289,4495.50,4496.00,88
1609459203447724,4495.50,4496.00,15
1609459203454511,4495.50,4496.00,79
1609459203456037,4495.50,4496.00,59
1609459203462084,4495.50,4496.00,43
1609459203463611,4496.00,4496.00,54
1609459203469481,4496.00,4496.50,25
1609459203476521,4496.50,4496.50,19
1609459203481168,4496.25,4496.75,41
1609459203489120,4496.50,4497.00,71
1609459203489873,4496.25,4496.75,30
1609459203491909,4496.50,4497.00,30
1609459203498919,4496.25,4496.75,7
1609459203503865,4496.00,4496.50,16
1609459203509771,4496.00,4496.00,117
1609459203512483,4495.50,4496.00,64
1609459203516320,4495.50,4496.00,5
1609459203519817,4495.50,4496.00,12
1609459203527109,4495.25,4495.75,84
1609459203534029,4495.50,4495.50,12
1609459203535493,4495.50,4496.00,18
1609459203540396,4495.25,4495.75,69
1609459203542578,4495.25,4495.75,3
1609459203551807,4495.00,4495.50,28
1609459203555298,4495.00,4495.50,26
1609459203562547,4495.50,4495.50,5
1609459203564565,4495.50,4495.50,165
1609459203569718,4495.50,4496.00,51
1609459203573784,4495.50,4496.00,46
1609459203574224,4495.75,4496.25,17
1609459203582707,4496.00,4496.00,24
1609459203583602,4496.00,4496.50,13
1609459203589925,4496.00,4496.00,45
1609459203598581,4496.00,4496.50,22
1609459203603767,4495.50,4496.50,42
1609459203609754,4496.00,4496.00,31
1609459203610950,4495.50,4496.00,15
1609459203611603,4495.50,4496.50,25
1609459203616297,4495.75,4496.25,26
1609459203622888,4495.50,4496.00,47
1609459203627435,4495.50,4495.50,126
1609459203629981,4495.50,4495.50,50
1609459203631065,4495.50,4495.50,153
1609459203634975,4495.00,4495.50,28
1609459203642404,4495.00,4495.50,54
1609459203645282,4494.75,4495.25,60
1609459203647967,4495.00,4495.00,36
1609459203652215,4494.50,4495.00,75
1609459203656619,4495.00,4495.00,115
1609459203662108,4495.00,4495.50,3
1609459203671556,4495.00,4495.50,35
1609459203672465,4495.00,4495.50,22
1609459203676645,4495.00,4496.00,56
1609459203678535,4495.00,4495.50,2
1609459203678737,4495.00,4495.00,24
1609459203681196,4494.25,4495.25,1
1609459203688067,4494.50,4494.50,123
1609459203693309,4494.00,4494.50,23
1609459203701535,4494.00,4494.50,12
1609459203709986,4494.00,4495.00,3
1609459203717607,4494.50,4495.00,18
1609459203719023,4494.50,4495.00,11
1609459203728261,4494.75,4495.25,13
1609459203734295,4495.00,4495.00,74
1609459203737497,4495.00,4495.50,79
1609459203739964,4495.00,4495.00,13
1609459203745640,4494.75,4495.25,1
1609459203751129,4494.50,4495.00,94
1609459203756168,4494.25,4494.75,13
1609459203764230,4494.25,4495.25,7
1609459203768815,4494.00,4495.00,113
1609459203777331,4494.00,4495.00,30
1609459203778723,4494.25,4494.75,50
1609459203785185,4494.00,4494.50,28
1609459203787327,4494.00,4494.00,18
1609459203793766,4494.00,4494.50,19
1609459203798222,4493.50,4494.50,7
1609459203807802,4493.50,4494.00,29
1609459203812948,4493.50,4494.00,167
1609459203816350,4493.50,4494.00,95
1609459203817832,4493.25,4493.75,87
1609459203827717,4493.00,4493.50,19
1609459203829212,4493.00,4494.00,25
